证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
300994.SZ,300994,久祺股份,久祺股份有限公司,JOY KIE CORPORATION LIMITED.,A股,上市
300995.SZ,300995,奇德新材,广东奇德新材料股份有限公司,"GUANGDONG KITECH NEW MATERIAL HOLDING CO.,LTD.",A股,上市
300996.SZ,300996,普联软件,普联软件股份有限公司,Pansoft Company Limitid,A股,上市
300997.SZ,300997,欢乐家,欢乐家食品集团股份有限公司,"HUANLEJIA Food Group Co., Ltd.",A股,上市
300998.SZ,300998,宁波方正,宁波方正汽车模具股份有限公司,"Ningbo Fangzheng Automobile Mould Co., Ltd.",A股,上市
300999.SZ,300999,金龙鱼,益海嘉里金龙鱼粮油食品股份有限公司,"Yihai Kerry Arawana Holdings Co., Ltd",A股,上市
301000.SZ,301000,肇民科技,上海肇民新材料科技股份有限公司,"Shanghai Hajime Advanced Material Technology Co., Ltd.",A股,上市
301001.SZ,301001,凯淳股份,上海凯淳实业股份有限公司,"Shanghai Kaytune Industrial Co., Ltd.",A股,上市
301002.SZ,301002,崧盛股份,深圳市崧盛电子股份有限公司,"Shenzhen Sosen Electronics Co.,Ltd.",A股,上市
301003.SZ,301003,江苏博云,江苏博云塑业股份有限公司,"Jiangsu Boiln Plastics Co., Ltd.",A股,上市
301004.SZ,301004,嘉益股份,浙江嘉益保温科技股份有限公司,"Zhejiang Cayi Vacuum Container Co., Ltd.",A股,上市
301005.SZ,301005,超捷股份,超捷紧固系统(上海)股份有限公司,"Essence Fastening Systems (Shanghai) Co., Ltd.",A股,上市
301006.SZ,301006,迈拓股份,迈拓仪表股份有限公司,"Meter Instruments Co., Ltd",A股,上市
301007.SZ,301007,德迈仕,大连德迈仕精密科技股份有限公司,"Dalian Demaishi Precision Technology Co., Ltd.",A股,上市
301008.SZ,301008,宏昌科技,浙江宏昌电器科技股份有限公司,"Zhejiang Hongchang Electrical Technology Co., Ltd.",A股,上市
301009.SZ,301009,可靠股份,杭州可靠护理用品股份有限公司,"HANGZHOU COCO HEALTHCARE PRODUCTS CO., LTD.",A股,上市
301010.SZ,301010,晶雪节能,江苏晶雪节能科技股份有限公司,"Jiangsu Jingxue Insulation Technology Co.,Ltd.",A股,上市
301011.SZ,301011,华立科技,广州华立科技股份有限公司,Guangzhou Wahlap Technology Corporation Limited.,A股,上市
301012.SZ,301012,扬电科技,江苏扬电科技股份有限公司,Jiangsu Yangdian Science & Technology Co. Ltd.,A股,上市
301013.SZ,301013,利和兴,深圳市利和兴股份有限公司,"Shenzhen Lihexing Co.,Ltd.",A股,上市
301015.SZ,301015,百洋医药,青岛百洋医药股份有限公司,Qingdao Baheal Medical INC.,A股,上市
301016.SZ,301016,雷尔伟,南京雷尔伟新技术股份有限公司,"Nanjing Railway New Technology Co.,Ltd.",A股,上市
301017.SZ,301017,漱玉平民,漱玉平民大药房连锁股份有限公司,"ShuYu Civilian Pharmacy Corp.,Ltd.",A股,上市
301018.SZ,301018,申菱环境,广东申菱环境系统股份有限公司,"Guangdong Shenling Environmental Systems Co., Ltd.",A股,上市
301019.SZ,301019,宁波色母,宁波色母粒股份有限公司,"Ningbo Color Master Batch CO., LTD.",A股,上市
301020.SZ,301020,密封科技,烟台石川密封科技股份有限公司,"Yantai Ishikawa Sealing Technology Co.,Ltd.",A股,上市
301021.SZ,301021,英诺激光,英诺激光科技股份有限公司,"INNO LASER TECHNOLOGY CO., LTD.",A股,上市
301022.SZ,301022,海泰科,青岛海泰科模塑科技股份有限公司,"Qingdao Hi-Tech Moulds & Plastics Technology Co., Ltd.",A股,上市
301023.SZ,301023,江南奕帆,无锡江南奕帆电力传动科技股份有限公司,"JIANGNAN YIFAN MOTOR CO.,LTD",A股,上市
301024.SZ,301024,霍普股份,上海霍普建筑设计事务所股份有限公司,"Shanghai HYP-ARCH Architectural Design Consultant Co.,Ltd.",A股,上市
301025.SZ,301025,读客文化,读客文化股份有限公司,Dook Media Group Limited.,A股,上市
301026.SZ,301026,浩通科技,徐州浩通新材料科技股份有限公司,Hootech Inc.,A股,上市
301027.SZ,301027,华蓝集团,华蓝集团股份公司,"Hualan Group Co., Ltd.",A股,上市
301028.SZ,301028,东亚机械,厦门东亚机械工业股份有限公司,"Xiamen East Asia Machinery Industrial Co., Ltd.",A股,上市
301029.SZ,301029,怡合达,东莞怡合达自动化股份有限公司,"Dongguan Yiheda Automation Co., Ltd.",A股,上市
301030.SZ,301030,仕净科技,苏州仕净科技股份有限公司,"Suzhou Shijing Environmental Technology Co.,Ltd",A股,上市
301031.SZ,301031,中熔电气,西安中熔电气股份有限公司,"Xi'an Sinofuse Electric Co., Ltd.",A股,上市
301032.SZ,301032,新柴股份,浙江新柴股份有限公司,"Zhejiang Xinchai Co.,Ltd",A股,上市
301033.SZ,301033,迈普医学,广州迈普再生医学科技股份有限公司,"Medprin Regenerative Medical Technologies Co., Ltd.",A股,上市
301035.SZ,301035,润丰股份,山东潍坊润丰化工股份有限公司,"SHANDONG WEIFANG RAINBOW CHEMICAL CO.,LTD",A股,上市
301036.SZ,301036,双乐股份,双乐颜料股份有限公司,"Sunlour Pigment CO.,LTD.",A股,上市
301037.SZ,301037,保立佳,上海保立佳化工股份有限公司,"Shanghai Baolijia Chemical Co., Ltd.",A股,上市
301038.SZ,301038,深水规院,深圳市水务规划设计院股份有限公司,"Shenzhen Water Planning & Design Institute Co., Ltd.",A股,上市
301039.SZ,301039,中集车辆,中集车辆(集团)股份有限公司,"CIMC Vehicles (Group) Co., Ltd.",A股,上市
301040.SZ,301040,中环海陆,张家港中环海陆高端装备股份有限公司,"Zhangjiagang Zhonghuan Hailu High-End Equipment Co., Ltd.",A股,上市
301041.SZ,301041,金百泽,深圳市金百泽电子科技股份有限公司,"Shenzhen King Brother Electronics Technology Co.,Ltd.",A股,上市
301042.SZ,301042,安联锐视,珠海安联锐视科技股份有限公司,"ZHUHAI RAYSHARP TECHNOLOGY CO., LTD.",A股,上市
301043.SZ,301043,绿岛风,广东绿岛风空气系统股份有限公司,"Guangdong Nedfon Air System Co., Ltd.",A股,上市
301045.SZ,301045,天禄科技,苏州天禄光科技股份有限公司,"Talant Optronics(suzhou) Co., Ltd.",A股,上市
301046.SZ,301046,能辉科技,上海能辉科技股份有限公司,"Shanghai Nenghui Technology Co.,Ltd.",A股,上市
301047.SZ,301047,义翘神州,北京义翘神州科技股份有限公司,"Sino Biological,Inc.",A股,上市
301048.SZ,301048,金鹰重工,金鹰重型工程机械股份有限公司,"Gemac Engineering Machinery Co., Ltd.",A股,上市
301049.SZ,301049,超越科技,安徽超越环保科技股份有限公司,"Anhui Chaoyue Environmental Protection Technology Co.,LTD.",A股,上市
301050.SZ,301050,雷电微力,成都雷电微力科技股份有限公司,"Chengdu RML Technology Co., Ltd.",A股,上市
301051.SZ,301051,信濠光电,深圳市信濠光电科技股份有限公司,"Shenzhen Xinhao Photoelectricity Technology Co., Ltd",A股,上市
301052.SZ,301052,果麦文化,果麦文化传媒股份有限公司,"GUOMAI Culture & Media Co., Ltd.",A股,上市
301053.SZ,301053,远信工业,远信工业股份有限公司,"YOANTION INDUSTRIAL INC.,LTD.",A股,上市
301055.SZ,301055,张小泉,张小泉股份有限公司,Zhang Xiaoquan Inc.,A股,上市
301056.SZ,301056,森赫股份,森赫电梯股份有限公司,"Sicher Elevator Co., Ltd.",A股,上市
301057.SZ,301057,汇隆新材,浙江汇隆新材料股份有限公司,"Zhejiang Huilong New Materials Co.,Ltd.",A股,上市
301058.SZ,301058,中粮工科,中粮工程科技股份有限公司,"COFCO Engineering & Technology CO., Ltd.",A股,上市
301059.SZ,301059,金三江,金三江(肇庆)硅材料股份有限公司,Jinsanjiang (Zhaoqing) Silicon Material Company Limited,A股,上市
301060.SZ,301060,兰卫医学,上海兰卫医学检验所股份有限公司,"Shanghai Labway Clinical Laboratory Co.,Ltd.",A股,上市
301061.SZ,301061,匠心家居,常州匠心独具智能家居股份有限公司,HHC Changzhou Corp.,A股,上市
301062.SZ,301062,上海艾录,上海艾录包装股份有限公司,"Shanghai Ailu Package Co.,Ltd.",A股,上市
301063.SZ,301063,海锅股份,张家港海锅新能源装备股份有限公司,"Zhangjiagang Haiguo New Energy Equipment Manufacturing Co., Ltd.",A股,上市
301065.SZ,301065,本立科技,浙江本立科技股份有限公司,"Zhejiang Benli Technology Co.,Ltd.",A股,上市
301066.SZ,301066,万事利,杭州万事利丝绸文化股份有限公司,"Hangzhou Wensli Silk Culture Co., Ltd.",A股,上市
301067.SZ,301067,显盈科技,深圳市显盈科技股份有限公司,"Fullink Technology Co., LTD.",A股,上市
301068.SZ,301068,大地海洋,杭州大地海洋环保股份有限公司,"Hangzhou Dadi Haiyang Environmental Protection Co., Ltd.",A股,上市
301069.SZ,301069,凯盛新材,山东凯盛新材料股份有限公司,"Shandong Kaisheng New Materials Co.,Ltd.",A股,上市
301070.SZ,301070,开勒股份,开勒环境科技(上海)股份有限公司,"Kale Environment Technology (Shanghai) Co., Ltd.",A股,上市
301071.SZ,301071,力量钻石,河南省力量钻石股份有限公司,"Henan Liliang Diamond Co., Ltd.",A股,上市
301072.SZ,301072,中捷精工,江苏中捷精工科技股份有限公司,"Zhongjie (Jiangsu) Technology Co.,Ltd.",A股,上市
301073.SZ,301073,君亭酒店,浙江君亭酒店管理股份有限公司,"Zhejiang SSAW Boutique Hotels Co.,Ltd.",A股,上市
301075.SZ,301075,多瑞医药,西藏多瑞医药股份有限公司,"Tibet Duo Rui Pharmaceutical Co., Ltd.",A股,上市
301076.SZ,301076,新瀚新材,江苏新瀚新材料股份有限公司,"SINO-HIGH (CHINA) CO.,LTD",A股,上市
301077.SZ,301077,星华反光,杭州星华反光材料股份有限公司,"Hangzhou Chinastars Reflective Material Co., Ltd.",A股,上市
301078.SZ,301078,孩子王,孩子王儿童用品股份有限公司,"Kidswant Children Products Co.,Ltd.",A股,上市
301079.SZ,301079,邵阳液压,邵阳维克液压股份有限公司,"Shaoyang Victor Hydraulics Co.,Ltd.",A股,上市
301080.SZ,301080,百普赛斯,北京百普赛斯生物科技股份有限公司,"ACROBIOSYSTEMS CO.,LTD.",A股,上市
301081.SZ,301081,严牌股份,浙江严牌过滤技术股份有限公司,"YANPAI FILTRATION TECHNOLOGY CO.,LTD.",A股,上市
301082.SZ,301082,久盛电气,久盛电气股份有限公司,"Jiusheng Electric Co., Ltd.",A股,上市
301083.SZ,301083,百胜智能,江西百胜智能科技股份有限公司,"Bisen Smart Access Co.,Ltd.",A股,上市
301085.SZ,301085,亚康股份,北京亚康万玮信息技术股份有限公司,"Beijing Asiacom Information Technology Co., Ltd.",A股,上市
301086.SZ,301086,鸿富瀚,深圳市鸿富瀚科技股份有限公司,Shenzhen hongfuhan Technology Co. Ltd.,A股,上市
301087.SZ,301087,可孚医疗,可孚医疗科技股份有限公司,"Cofoe Medical Technology Co.,Ltd.",A股,上市
301088.SZ,301088,戎美股份,日禾戎美股份有限公司,"Rumere Co., Ltd.",A股,上市
301089.SZ,301089,拓新药业,新乡拓新药业股份有限公司,"Xinxiang Tuoxin Pharmaceutical Co., Ltd.",A股,上市
301090.SZ,301090,华润材料,华润化学材料科技股份有限公司,"China Resources Chemical Innovative Materials Co., Ltd.",A股,上市
301091.SZ,301091,深城交,深圳市城市交通规划设计研究中心股份有限公司,"Shenzhen Urban Transport Planning Center Co., Ltd.",A股,上市
301092.SZ,301092,争光股份,浙江争光实业股份有限公司,"ZHEJIANG ZHENGGUANG INDUSTRIAL CO., LTD.",A股,上市
301093.SZ,301093,华兰股份,江苏华兰药用新材料股份有限公司,"Jiangsu Hualan New Pharmaceutical Material Co., Ltd",A股,上市
301096.SZ,301096,百诚医药,杭州百诚医药科技股份有限公司,"Hangzhou Bio-Sincerity Pharma-Tech Co.,Ltd.",A股,上市
301097.SZ,301097,天益医疗,宁波天益医疗器械股份有限公司,"Ningbo Tianyi Medical Appliance Co.,Ltd.",A股,上市
301098.SZ,301098,金埔园林,金埔园林股份有限公司,"JINPU LANDSCAPE ARCHITECTURE CO.,LTD.",A股,上市
301099.SZ,301099,雅创电子,上海雅创电子集团股份有限公司,"SHANGHAI YCT ELECTRONICS GROUP CO., LTD",A股,上市
301100.SZ,301100,风光股份,营口风光新材料股份有限公司,"Yingkou Fengguang Advanced Material Co.,Ltd.",A股,上市
301101.SZ,301101,明月镜片,明月镜片股份有限公司,"Mingyue Optical Lens Co.,Ltd.",A股,上市
301102.SZ,301102,兆讯传媒,兆讯传媒广告股份有限公司,"Mega-info Media Co.,Ltd.",A股,上市
301103.SZ,301103,何氏眼科,辽宁何氏眼科医院集团股份有限公司,"Liaoning He Eye Hospital Group Co., LTD.",A股,上市
301106.SZ,301106,骏成科技,江苏骏成电子科技股份有限公司,"Jiangsu Smartwin Electronics Technology Co.,Ltd.",A股,上市
301107.SZ,301107,瑜欣电子,重庆瑜欣平瑞电子股份有限公司,"Chongqing YuXin Pingrui Electronic Co.,Ltd.",A股,上市
301108.SZ,301108,洁雅股份,铜陵洁雅生物科技股份有限公司,"Tongling Jieya Biologic Technology Co.,Ltd.",A股,上市
301109.SZ,301109,军信股份,湖南军信环保股份有限公司,"HUNAN JUNXIN ENVIRONMENTAL PROTECTIONCO., LTD.",A股,上市
301110.SZ,301110,青木股份,青木数字技术股份有限公司,"Qingmu Digital Technology Co., Ltd.",A股,上市
301111.SZ,301111,粤万年青,广东万年青制药股份有限公司,"GUANGDONG LIFESTRONG PHARMACY CO., LTD.",A股,上市
301113.SZ,301113,雅艺科技,浙江雅艺金属科技股份有限公司,Zhejiang Yayi Metal Technology Co. Ltd.,A股,上市
301116.SZ,301116,益客食品,江苏益客食品集团股份有限公司,"JiangSu YiKe Food Group Co.,Ltd",A股,上市
301117.SZ,301117,佳缘科技,佳缘科技股份有限公司,"Jiayuan Science and Technology Co.,Ltd.",A股,上市
301118.SZ,301118,恒光股份,湖南恒光科技股份有限公司,"Hunan Hengguang Technology Co.,Ltd.",A股,上市
301119.SZ,301119,正强股份,杭州正强传动股份有限公司,Hangzhou Zhengqiang Corporation Limited,A股,上市
301120.SZ,301120,新特电气,新华都特种电气股份有限公司,"Newonder Special Electric Co.,Ltd.",A股,上市
301122.SZ,301122,采纳股份,采纳科技股份有限公司,"CAINA TECHNOLOGY CO., LTD.",A股,上市
301123.SZ,301123,奕东电子,奕东电子科技股份有限公司,"YIDONG ELECTRONICS TECHNOLOGY CO.,LTD.",A股,上市
301126.SZ,301126,达嘉维康,湖南达嘉维康医药产业股份有限公司,"Hunan Dajiaweikang Pharmaceutical Industry Co.,Ltd.",A股,上市
301127.SZ,301127,天源环保,武汉天源环保股份有限公司,"Wuhan Tianyuan Environmental Protection CO.,Ltd.",A股,上市
301128.SZ,301128,强瑞技术,深圳市强瑞精密技术股份有限公司,"ShenZhen QiangRui Precision Technology CO.,Ltd.",A股,上市
301129.SZ,301129,瑞纳智能,瑞纳智能设备股份有限公司,"Runa Smart Equipment Co., Ltd.",A股,上市
301130.SZ,301130,西点药业,吉林省西点药业科技发展股份有限公司,"Jilin Province Xidian Pharmaceutical SciTech Development Co., Ltd",A股,上市
301131.SZ,301131,聚赛龙,广州市聚赛龙工程塑料股份有限公司,"Super-Dragon Engineering Plastics Co., Ltd",A股,上市
301133.SZ,301133,金钟股份,广州市金钟汽车零件股份有限公司,"Guangzhou Jinzhong Auto Parts Manufacturing Co., Ltd.",A股,上市
301135.SZ,301135,瑞德智能,广东瑞德智能科技股份有限公司,"Guangdong Real-Design Intelligent Technology Co., Ltd.",A股,上市
301136.SZ,301136,招标股份,福建省招标股份有限公司,"Fujian Tendering Co., Ltd.",A股,上市
301137.SZ,301137,哈焊华通,哈焊所华通(常州)焊业股份有限公司,"HIT Welding Industry Co.,Ltd.",A股,上市
301138.SZ,301138,华研精机,广州华研精密机械股份有限公司,"GUANG ZHOU HUA YAN PRECISION MACHINERY CO.,LTD.",A股,上市
301148.SZ,301148,嘉戎技术,厦门嘉戎技术股份有限公司,"Xiamen Jiarong Technology Co., Ltd.",A股,上市
301149.SZ,301149,隆华新材,山东隆华新材料股份有限公司,"ShanDong Longhua New Material Co.,Ltd.",A股,上市
301150.SZ,301150,中一科技,湖北中一科技股份有限公司,Hubei Zhongyi Technology Inc.,A股,上市
301151.SZ,301151,冠龙节能,上海冠龙阀门节能设备股份有限公司,"Shanghai Karon Eco-Valve Manufacturing Co., Ltd.",A股,上市
301153.SZ,301153,中科江南,北京中科江南信息技术股份有限公司,"Beijing CTJ Information Technology Co.,Ltd.",A股,上市
301155.SZ,301155,海力风电,江苏海力风电设备科技股份有限公司,"Jiangsu Haili Wind Power Equipment Technology Co., Ltd.",A股,上市
301158.SZ,301158,德石股份,德州联合石油科技股份有限公司,"Dezhou United Petroleum Technology Co.,Ltd.",A股,上市
301159.SZ,301159,三维天地,北京三维天地科技股份有限公司,"Beijing SunwayWorld Science & Technology Co., Ltd.",A股,上市
301162.SZ,301162,国能日新,国能日新科技股份有限公司,"State Power Rixin Tech.Co., Ltd.",A股,上市
301163.SZ,301163,宏德股份,江苏宏德特种部件股份有限公司,"Jiangsu Hongde Special Parts Co.,Ltd.",A股,上市
301166.SZ,301166,优宁维,上海优宁维生物科技股份有限公司,"Shanghai Universal Biotech Co., Ltd",A股,上市
301167.SZ,301167,建研设计,安徽省建筑设计研究总院股份有限公司,"Anhui Provincial Architectural Design and Research Institute Co.,Ltd.",A股,上市
301168.SZ,301168,通灵股份,江苏通灵电器股份有限公司,"Jiangsu Tongling Electric Co., Ltd.",A股,上市
301169.SZ,301169,零点有数,北京零点有数数据科技股份有限公司,"Beijing Dataway Horizon Co.,Ltd.",A股,上市
301177.SZ,301177,迪阿股份,迪阿股份有限公司,DR Corporation Limited,A股,上市
301178.SZ,301178,天亿马,广东天亿马信息产业股份有限公司,"Guangdong TianYiMa Information Industry Co.,Ltd.",A股,上市
